nodeName	altName	nodeAttr[nodesPresent, ]
OTUD6B	NA	turquoise
OTUD6B-AS1	NA	blue
OTUD7A	NA	turquoise
OTUD7B	NA	blue
OTULIN	NA	turquoise
OTULIN-DT	NA	grey
OTULINL	NA	brown
OTX1	NA	blue
OVCA2	NA	turquoise
OVCH1	NA	grey
OVCH1-AS1	NA	yellow
OVGP1	NA	turquoise
OXA1L	NA	turquoise
OXA1L-DT	NA	turquoise
OXCT1	NA	turquoise
OXCT1-AS1	NA	grey
OXCT2	NA	turquoise
OXCT2P1	NA	grey
OXER1	NA	brown
OXGR1	NA	red
OXLD1	NA	turquoise
OXNAD1	NA	turquoise
OXR1	NA	turquoise
OXSM	NA	turquoise
OXSR1	NA	green
OXT	NA	brown
OXTR	NA	blue
P2RX1	NA	brown
P2RX4	NA	turquoise
P2RX5	NA	turquoise
P2RX5-TAX1BP3	NA	turquoise
P2RX6	NA	turquoise
P2RX7	NA	turquoise
P2RY1	NA	blue
P2RY10	NA	turquoise
P2RY11	NA	blue
P2RY12	NA	grey
P2RY13	NA	brown
P2RY14	NA	turquoise
P2RY2	NA	yellow
P2RY4	NA	grey
P2RY6	NA	turquoise
P2RY8	NA	turquoise
P3H1	NA	turquoise
P3H2	NA	grey
P3H3	NA	turquoise
P3H4	NA	blue
P4HA1	NA	yellow
P4HA2	NA	grey
P4HA3	NA	grey
P4HB	NA	red
P4HTM	NA	turquoise
PA2G4	NA	turquoise
PA2G4P2	NA	grey
PA2G4P4	NA	grey
PA2G4P5	NA	grey
PA2G4P6	NA	brown
PAAF1	NA	turquoise
PABIR1	NA	turquoise
PABIR2	NA	turquoise
PABIR3	NA	turquoise
PABPC1	NA	turquoise
PABPC1L	NA	red
PABPC1L2A	NA	grey
PABPC1P1	NA	grey
PABPC1P4	NA	grey
PABPC1P7	NA	turquoise
PABPC4	NA	turquoise
PABPN1	NA	turquoise
PABPN1L	NA	grey
PABPN1P1	NA	yellow
PABPN1P2	NA	turquoise
PACC1	NA	turquoise
PACERR	NA	yellow
PACRG	NA	turquoise
PACRGL	NA	turquoise
PACS1	NA	brown
PACS2	NA	turquoise
PACSIN1	NA	blue
PACSIN2	NA	brown
PACSIN3	NA	grey
PADI2	NA	brown
PADI4	NA	brown
PADI6	NA	turquoise
PAF1	NA	green
PAFAH1B1	NA	yellow
PAFAH1B1P1	NA	grey
PAFAH1B2	NA	green
PAFAH1B3	NA	yellow
PAFAH2	NA	blue
PAG1	NA	turquoise
PAGE1	NA	grey
PAGE2B	NA	yellow
PAGE5	NA	brown
PAGR1	NA	turquoise
PAH	NA	turquoise
PAICS	NA	turquoise
PAICSP1	NA	grey
PAIP1	NA	turquoise
PAIP1P1	NA	turquoise
PAIP2	NA	turquoise
PAIP2B	NA	turquoise
PAK1	NA	brown
PAK1IP1	NA	turquoise
PAK2	NA	brown
PAK3	NA	grey
PAK4	NA	turquoise
PAK6	NA	blue
PAK6-AS1	NA	grey
PALB2	NA	turquoise
PALD1	NA	turquoise
PALLD	NA	blue
PALM	NA	blue
PALM2AKAP2	NA	turquoise
PALM3	NA	grey
PALMD	NA	grey
PALS1	NA	turquoise
PALS2	NA	turquoise
PAM	NA	turquoise
PAM16	NA	turquoise
PAMR1	NA	green
PAN2	NA	turquoise
PAN3	NA	yellow
PAN3-AS1	NA	turquoise
PANK1	NA	turquoise
PANK2	NA	brown
PANK2-AS1	NA	turquoise
PANK3	NA	turquoise
PANK4	NA	turquoise
PANO1	NA	turquoise
PANTR1	NA	grey
PANX1	NA	turquoise
PANX2	NA	brown
PAOX	NA	turquoise
PAPLN	NA	red
PAPLN-AS1	NA	turquoise
PAPOLA	NA	yellow
PAPOLA-DT	NA	grey
PAPOLG	NA	yellow
PAPPA	NA	turquoise
PAPPA-AS1	NA	grey
PAPPA2	NA	grey
PAPSS1	NA	green
PAPSS2	NA	grey
PAQR3	NA	blue
PAQR4	NA	grey
PAQR5	NA	grey
PAQR5-DT	NA	grey
PAQR6	NA	brown
PAQR7	NA	turquoise
PAQR8	NA	turquoise
PAQR9	NA	green
PARD3	NA	blue
PARD3B	NA	blue
PARD6A	NA	grey
PARD6B	NA	turquoise
PARD6BP1	NA	grey
PARD6G	NA	turquoise
PARD6G-AS1	NA	grey
PARG	NA	turquoise
PARGP1	NA	turquoise
PARK7	NA	turquoise
PARK7P1	NA	turquoise
PARL	NA	turquoise
PARM1	NA	yellow
PARM1-AS1	NA	brown
PARN	NA	turquoise
PARP1	NA	turquoise
PARP10	NA	turquoise
PARP11	NA	turquoise
PARP11-AS1	NA	turquoise
PARP12	NA	turquoise
PARP14	NA	turquoise
PARP15	NA	turquoise
PARP16	NA	turquoise
PARP2	NA	turquoise
PARP3	NA	turquoise
PARP4	NA	green
PARP4P1	NA	grey
PARP6	NA	turquoise
PARP8	NA	green
PARP9	NA	yellow
PARPBP	NA	turquoise
PARS2	NA	turquoise
PARTICL	NA	turquoise
PARVA	NA	turquoise
PARVB	NA	grey
PARVG	NA	green
PASK	NA	turquoise
PATJ	NA	turquoise
PATJ-DT	NA	grey
PATL1	NA	green
PATL2	NA	turquoise
PATZ1	NA	turquoise
PAWR	NA	turquoise
PAWRP1	NA	grey
PAX2	NA	yellow
PAX5	NA	turquoise
PAX6	NA	turquoise
PAX8	NA	turquoise
PAX8-AS1	NA	turquoise
PAX9	NA	blue
PAXBP1	NA	turquoise
PAXBP1-AS1	NA	turquoise
PAXIP1	NA	turquoise
PAXIP1-AS2	NA	turquoise
PAXIP1-DT	NA	turquoise
PAXX	NA	blue
PBDC1	NA	turquoise
PBK	NA	yellow
PBLD	NA	yellow
PBRM1	NA	turquoise
PBX1	NA	blue
PBX2	NA	brown
PBX2P1	NA	blue
PBX3	NA	turquoise
PBX3-DT	NA	grey
PBX4	NA	blue
PBXIP1	NA	yellow
PC	NA	turquoise
PCA3	NA	grey
PCAT1	NA	yellow
PCAT18	NA	grey
PCAT19	NA	grey
PCAT6	NA	turquoise
PCAT7	NA	yellow
PCBD1	NA	turquoise
PCBD2	NA	turquoise
PCBP1	NA	brown
PCBP1-AS1	NA	green
PCBP2	NA	yellow
PCBP2-OT1	NA	grey
PCBP2P2	NA	grey
PCBP3	NA	brown
PCBP4	NA	turquoise
PCCA	NA	turquoise
PCCA-DT	NA	turquoise
PCCB	NA	turquoise
PCDH1	NA	blue
PCDH12	NA	turquoise
PCDH17	NA	grey
PCDH18	NA	grey
PCDH20	NA	grey
PCDH8	NA	grey
PCDH9	NA	turquoise
PCDHB1-AS1	NA	grey
PCDHB10	NA	grey
PCDHB11	NA	grey
PCDHB13	NA	yellow
PCDHB14	NA	grey
PCDHB15	NA	grey
PCDHB2	NA	blue
PCDHB4	NA	grey
PCDHB9	NA	grey
PCDHGA1	NA	turquoise
PCDHGA10	NA	turquoise
PCDHGA11	NA	blue
PCDHGA12	NA	grey
PCDHGA2	NA	turquoise
PCDHGA3	NA	grey
PCDHGA4	NA	yellow
PCDHGA5	NA	blue
PCDHGA6	NA	blue
PCDHGA7	NA	turquoise
PCDHGA8	NA	grey
PCDHGA9	NA	grey
PCDHGB1	NA	yellow
PCDHGB2	NA	green
PCDHGB3	NA	turquoise
PCDHGB4	NA	turquoise
PCDHGB5	NA	blue
PCDHGB6	NA	blue
PCDHGB7	NA	blue
PCDHGB8P	NA	turquoise
PCDHGB9P	NA	turquoise
PCDHGC3	NA	grey
PCDHGC4	NA	turquoise
PCDHGC5	NA	green
PCED1A	NA	turquoise
PCED1B	NA	turquoise
PCED1B-AS1	NA	turquoise
PCF11	NA	yellow
PCGF1	NA	turquoise
PCGF2	NA	grey
PCGF3	NA	turquoise
PCGF3-AS1	NA	turquoise
PCGF5	NA	brown
PCGF6	NA	turquoise
PCGF7P	NA	turquoise
PCID2	NA	turquoise
PCIF1	NA	brown
PCK1	NA	turquoise
PCK2	NA	turquoise
PCLAF	NA	turquoise
PCLO	NA	grey
PCM1	NA	turquoise
PCMT1	NA	yellow
PCMTD1	NA	yellow
PCMTD1-DT	NA	turquoise
PCMTD2	NA	turquoise
PCNA	NA	turquoise
PCNP	NA	turquoise
PCNPP1	NA	blue
PCNT	NA	turquoise
PCNX1	NA	brown
PCNX2	NA	turquoise
PCNX3	NA	turquoise
PCNX4	NA	turquoise
PCOLCE	NA	turquoise
PCOLCE-AS1	NA	turquoise
PCOLCE2	NA	grey
PCOTH	NA	grey
PCP2	NA	blue
PCP4L1	NA	red
PCSK1N	NA	blue
PCSK4	NA	turquoise
PCSK5	NA	turquoise
PCSK6	NA	brown
PCSK7	NA	turquoise
PCSK9	NA	grey
PCTP	NA	brown
PCYOX1	NA	turquoise
PCYOX1L	NA	turquoise
PCYT1A	NA	green
PCYT1B	NA	yellow
PCYT2	NA	turquoise
PDAP1	NA	turquoise
PDC-AS1	NA	turquoise
PDCD1	NA	blue
PDCD10	NA	turquoise
PDCD11	NA	turquoise
PDCD1LG2	NA	blue
PDCD2	NA	turquoise
PDCD2L	NA	turquoise
PDCD4	NA	turquoise
PDCD4-AS1	NA	blue
PDCD5	NA	turquoise
PDCD6	NA	yellow
PDCD6-AHRR	NA	blue
PDCD6-DT	NA	brown
PDCD6IP	NA	yellow
PDCD6IP-DT	NA	turquoise
PDCD6IPP1	NA	grey
PDCD6IPP2	NA	grey
PDCD6P1	NA	turquoise
PDCD7	NA	turquoise
PDCL	NA	turquoise
PDCL3	NA	turquoise
PDCL3P4	NA	turquoise
PDCL3P5	NA	grey
PDE12	NA	turquoise
PDE1A	NA	yellow
PDE1B	NA	yellow
PDE1C	NA	grey
PDE2A	NA	blue
PDE2A-AS2	NA	blue
PDE3A	NA	blue
PDE3A-AS1	NA	grey
PDE3B	NA	turquoise
PDE4A	NA	blue
PDE4B	NA	green
PDE4C	NA	grey
PDE4D	NA	blue
PDE4DIP	NA	turquoise
PDE4DIPP1	NA	blue
PDE4DIPP2	NA	turquoise
PDE4DIPP4	NA	blue
PDE4DIPP6	NA	turquoise
PDE4DIPP7	NA	grey
PDE4DIPP8	NA	grey
PDE5A	NA	blue
PDE6A	NA	grey
PDE6B	NA	turquoise
PDE6B-AS1	NA	blue
PDE6C	NA	turquoise
PDE6D	NA	red
PDE6G	NA	blue
PDE6H	NA	turquoise
PDE7A	NA	turquoise
PDE7A-DT	NA	turquoise
PDE7B	NA	grey
PDE8A	NA	turquoise
PDE8B	NA	turquoise
PDE9A	NA	turquoise
PDF	NA	turquoise
PDGFA	NA	blue
PDGFA-DT	NA	brown
PDGFB	NA	turquoise
PDGFC	NA	turquoise
PDGFD	NA	brown
PDGFRA	NA	green
PDGFRB	NA	blue
PDGFRL	NA	turquoise
PDGFRL2P	NA	turquoise
PDHA1	NA	turquoise
PDHB	NA	turquoise
PDHX	NA	turquoise
PDIA2	NA	turquoise
PDIA3	NA	turquoise
PDIA3P1	NA	turquoise
PDIA4	NA	turquoise
PDIA5	NA	blue
PDIA6	NA	turquoise
PDIK1L	NA	turquoise
PDK1	NA	yellow
PDK1-AS1	NA	turquoise
PDK2	NA	turquoise
PDK3	NA	green
PDK4	NA	blue
PDK4-AS1	NA	blue
PDLIM1	NA	turquoise
PDLIM1P1	NA	yellow
PDLIM1P4	NA	grey
PDLIM2	NA	brown
PDLIM4	NA	grey
PDLIM5	NA	turquoise
PDLIM7	NA	brown
PDP1	NA	turquoise
PDP2	NA	turquoise
PDPK1	NA	green
PDPK2P	NA	green
PDPR	NA	turquoise
PDPR2P	NA	turquoise
PDRG1	NA	turquoise
PDS5A	NA	turquoise
PDS5B	NA	yellow
PDSS1	NA	yellow
PDSS1P1	NA	blue
PDSS2	NA	turquoise
PDXDC1	NA	turquoise
PDXDC2P	NA	turquoise
PDXDC2P-NPIPB14P	NA	turquoise
PDXK	NA	brown
PDXP	NA	turquoise
PDXP-DT	NA	turquoise
PDYN-AS1	NA	red
PDZD11	NA	blue
PDZD2	NA	blue
PDZD3	NA	blue
PDZD4	NA	blue
PDZD7	NA	turquoise
PDZD8	NA	brown
PDZD9	NA	grey
PDZK1	NA	blue
PDZK1IP1	NA	red
PDZK1P1	NA	blue
PDZRN3	NA	grey
PEA15	NA	turquoise
PEAK1	NA	turquoise
PEAK3	NA	blue
PEAR1	NA	yellow
PEBP1	NA	turquoise
PEBP1P2	NA	grey
PEBP1P3	NA	turquoise
PEBP4	NA	turquoise
PECAM1	NA	brown
PECR	NA	turquoise
PEDS1	NA	turquoise
PEDS1-UBE2V1	NA	turquoise
PEF1	NA	red
PEG10	NA	turquoise
PEG13	NA	turquoise
PEG3	NA	turquoise
PELATON	NA	blue
PELI1	NA	brown
PELI2	NA	brown
PELI3	NA	blue
PELO	NA	brown
PELP1	NA	turquoise
PELP1-DT	NA	grey
PEMT	NA	turquoise
PENK	NA	grey
PENK-AS1	NA	grey
PEPD	NA	turquoise
PER1	NA	turquoise
PER2	NA	yellow
PER3	NA	blue
PERCC1	NA	blue
PERM1	NA	yellow
PERP	NA	turquoise
PES1	NA	turquoise
PET100	NA	turquoise
PET117	NA	turquoise
PEX1	NA	turquoise
PEX10	NA	turquoise
PEX11A	NA	turquoise
PEX11B	NA	turquoise
PEX11G	NA	grey
PEX12	NA	turquoise
PEX13	NA	turquoise
PEX14	NA	turquoise
PEX16	NA	turquoise
PEX19	NA	turquoise
PEX2	NA	turquoise
PEX26	NA	turquoise
PEX3	NA	turquoise
PEX5	NA	turquoise
PEX5L	NA	brown
PEX6	NA	yellow
PEX7	NA	turquoise
PF4	NA	turquoise
PF4V1	NA	yellow
PFAS	NA	turquoise
PFDN1	NA	turquoise
PFDN2	NA	turquoise
PFDN4	NA	brown
PFDN5	NA	blue
PFDN6	NA	turquoise
PFKFB1	NA	blue
PFKFB2	NA	yellow
PFKFB3	NA	brown
PFKFB4	NA	brown
PFKL	NA	turquoise
PFKM	NA	turquoise
PFKP	NA	turquoise
PFKP-DT	NA	blue
PFN1	NA	red
PFN1P1	NA	grey
PFN1P2	NA	turquoise
PFN1P3	NA	grey
PFN1P4	NA	blue
PFN1P6	NA	turquoise
PFN1P8	NA	turquoise
PFN2	NA	turquoise
PFN4	NA	turquoise
PGA3	NA	grey
PGA4	NA	blue
PGA5	NA	grey
PGAM1	NA	brown
PGAM1P11	NA	grey
PGAM1P7	NA	turquoise
PGAM1P8	NA	blue
PGAM2	NA	grey
PGAM4	NA	turquoise
PGAM5	NA	turquoise
PGAP1	NA	turquoise
PGAP2	NA	yellow
PGAP3	NA	turquoise
PGAP4	NA	grey
PGAP6	NA	brown
PGBD1	NA	turquoise
PGBD2	NA	turquoise
PGBD4	NA	turquoise
PGBD4P1	NA	grey
PGBD4P3	NA	grey
PGBD5	NA	yellow
PGC	NA	grey
PGD	NA	brown
PGDP1	NA	blue
PGF	NA	grey
PGGHG	NA	brown
PGGT1B	NA	turquoise
PGK1	NA	brown
PGK1P2	NA	blue
PGLS	NA	brown
PGLS-DT	NA	turquoise
PGLYRP1	NA	blue
PGLYRP2	NA	blue
PGLYRP3	NA	grey
PGLYRP4	NA	blue
PGM1	NA	blue
PGM2	NA	brown
PGM2L1	NA	turquoise
PGM3	NA	turquoise
PGM5	NA	blue
PGM5P2	NA	yellow
PGP	NA	turquoise
PGPEP1	NA	turquoise
PGPEP1L	NA	grey
PGR	NA	blue
PGRMC1	NA	blue
PGRMC2	NA	turquoise
PGS1	NA	brown
PHACTR1	NA	brown
PHACTR2	NA	turquoise
PHACTR2-AS1	NA	grey
PHACTR2P1	NA	grey
PHACTR3	NA	yellow
PHACTR4	NA	turquoise
PHAF1	NA	green
PHAX	NA	blue
PHB1	NA	turquoise
PHB1P12	NA	turquoise
PHB1P13	NA	green
PHB1P15	NA	turquoise
PHB1P19	NA	brown
PHB1P5	NA	turquoise
PHB1P6	NA	turquoise
PHB1P7	NA	grey
PHB1P9	NA	turquoise
PHB2	NA	turquoise
PHC1	NA	turquoise
PHC1P1	NA	turquoise
PHC2	NA	brown
PHC3	NA	turquoise
PHETA1	NA	turquoise
PHETA2	NA	green
PHEX	NA	turquoise
PHF1	NA	turquoise
PHF10	NA	turquoise
PHF10P1	NA	grey
PHF11	NA	turquoise
PHF12	NA	green
PHF13	NA	green
PHF14	NA	turquoise
PHF19	NA	turquoise
PHF2	NA	yellow
PHF20	NA	yellow
PHF20L1	NA	green
PHF21A	NA	brown
PHF23	NA	brown
PHF24	NA	blue
PHF2P2	NA	grey
PHF3	NA	yellow
PHF5A	NA	turquoise
PHF5CP	NA	brown
PHF6	NA	turquoise
PHF7	NA	turquoise
PHF8	NA	turquoise
PHGDH	NA	turquoise
PHGR1	NA	turquoise
PHIP	NA	turquoise
PHKA1	NA	turquoise
PHKA1P1	NA	grey
PHKA2	NA	green
PHKA2-AS1	NA	turquoise
PHKB	NA	turquoise
PHKG1	NA	turquoise
PHKG2	NA	turquoise
PHLDA1	NA	turquoise
PHLDA1-AS1	NA	turquoise
PHLDA1-DT	NA	grey
PHLDA2	NA	grey
PHLDA3	NA	turquoise
PHLDB1	NA	turquoise
PHLDB2	NA	blue
PHLDB3	NA	turquoise
PHLPP1	NA	green
PHLPP2	NA	blue
PHOSPHO1	NA	turquoise
PHOSPHO2	NA	blue
PHPT1	NA	turquoise
PHRF1	NA	turquoise
PHTF1	NA	brown
PHTF2	NA	turquoise
PHYH	NA	blue
PHYHD1	NA	turquoise
PHYHIP	NA	grey
PHYKPL	NA	yellow
PI15	NA	turquoise
PI16	NA	turquoise
PI3	NA	blue
PI4K2A	NA	turquoise
PI4K2B	NA	blue
PI4KA	NA	turquoise
PI4KAP1	NA	turquoise
PI4KAP2	NA	turquoise
PI4KB	NA	yellow
PIANP	NA	turquoise
PIAS1	NA	green
PIAS2	NA	turquoise
PIAS3	NA	turquoise
PIAS4	NA	red
PIBF1	NA	turquoise
PICALM	NA	brown
PICART1	NA	grey
PICK1	NA	turquoise
PID1	NA	turquoise
PIDD1	NA	turquoise
PIERCE1	NA	yellow
PIERCE2	NA	grey
PIEZO1	NA	turquoise
PIEZO2	NA	grey
PIF1	NA	blue
PIFO	NA	blue
PIGA	NA	turquoise
PIGB	NA	turquoise
PIGBOS1	NA	turquoise
PIGC	NA	turquoise
PIGCP1	NA	turquoise
PIGF	NA	turquoise
PIGG	NA	turquoise
PIGH	NA	turquoise
PIGHP1	NA	turquoise
PIGK	NA	turquoise
PIGL	NA	turquoise
PIGM	NA	turquoise
PIGN	NA	turquoise
PIGO	NA	turquoise
PIGP	NA	turquoise
PIGQ	NA	turquoise
PIGR	NA	green
PIGS	NA	yellow
PIGT	NA	turquoise
PIGU	NA	turquoise
PIGV	NA	turquoise
PIGW	NA	turquoise
PIGX	NA	brown
PIGY	NA	turquoise
PIGZ	NA	turquoise
PIH1D1	NA	turquoise
PIH1D2	NA	grey
PIK3AP1	NA	brown
PIK3C2A	NA	turquoise
PIK3C2B	NA	turquoise
PIK3C3	NA	yellow
PIK3CA	NA	turquoise
PIK3CB	NA	green
PIK3CD	NA	brown
PIK3CD-AS1	NA	blue
PIK3CD-AS2	NA	turquoise
PIK3CG	NA	green
PIK3IP1	NA	turquoise
PIK3IP1-DT	NA	turquoise
PIK3R1	NA	turquoise
PIK3R2	NA	turquoise
PIK3R3	NA	blue
PIK3R4	NA	turquoise
PIK3R5	NA	green
PIK3R5-DT	NA	turquoise
PIK3R6	NA	turquoise
PIKFYVE	NA	yellow
PILRA	NA	brown
PILRB	NA	turquoise
PIM1	NA	turquoise
PIM2	NA	green
PIM3	NA	brown
PIMREG	NA	grey
PIMREGP1	NA	grey
PIN1	NA	turquoise
PIN1-DT	NA	grey
PIN4	NA	blue
PINK1	NA	blue
PINK1-AS	NA	turquoise
PINLYP	NA	yellow
PINX1	NA	turquoise
PINX1-DT	NA	grey
PIP4K2A	NA	blue
PIP4K2B	NA	turquoise
PIP4K2C	NA	turquoise
PIP4P1	NA	yellow
PIP4P2	NA	brown
PIP5K1A	NA	turquoise
PIP5K1B	NA	yellow
PIP5K1C	NA	turquoise
PIP5KL1	NA	yellow
PIPOX	NA	grey
PIPSL	NA	yellow
PIR	NA	turquoise
PISD	NA	brown
PITHD1	NA	turquoise
PITPNA	NA	brown
PITPNA-AS1	NA	turquoise
PITPNB	NA	turquoise
PITPNC1	NA	turquoise
PITPNM1	NA	green
PITPNM2	NA	blue
PITPNM2-AS1	NA	turquoise
PITPNM3	NA	turquoise
PITRM1	NA	turquoise
PITRM1-AS1	NA	turquoise
PITX1	NA	grey
PITX1-AS1	NA	grey
PITX2	NA	blue
PIWIL2	NA	turquoise
PIWIL2-DT	NA	grey
PIWIL4	NA	turquoise
PJA1	NA	blue
PJA2	NA	brown
PJVK	NA	turquoise
PKD1	NA	turquoise
PKD1-AS1	NA	blue
PKD1L1	NA	green
PKD1L3	NA	grey
PKD1P1	NA	blue
PKD1P2	NA	turquoise
PKD1P3	NA	turquoise
PKD1P4	NA	turquoise
PKD1P5	NA	turquoise
PKD1P6	NA	turquoise
PKD1P6-NPIPP1	NA	turquoise
PKD2	NA	turquoise
PKD2L2	NA	grey
PKD2L2-DT	NA	turquoise
PKDCC	NA	turquoise
PKDREJ	NA	blue
PKHD1L1	NA	turquoise
PKIA	NA	turquoise
PKIA-AS1	NA	brown
PKIB	NA	yellow
PKIG	NA	turquoise
PKLR	NA	turquoise
PKM	NA	brown
PKMP1	NA	turquoise
PKMP3	NA	grey
PKMYT1	NA	turquoise
PKN1	NA	turquoise
PKN2	NA	green
PKN2-AS1	NA	grey
PKN3	NA	turquoise
PKNOX1	NA	green
PKP1	NA	grey
PKP2	NA	turquoise
PKP3	NA	grey
PKP4	NA	yellow
PKP4-AS1	NA	grey
PLA1A	NA	grey
PLA2G12A	NA	turquoise
PLA2G12AP1	NA	blue
PLA2G15	NA	yellow
PLA2G2A	NA	grey
PLA2G2C	NA	turquoise
PLA2G2D	NA	yellow
PLA2G4A	NA	turquoise
PLA2G4B	NA	grey
PLA2G4C	NA	turquoise
PLA2G4D	NA	blue
PLA2G4F	NA	green
PLA2G6	NA	turquoise
PLA2G7	NA	blue
PLAA	NA	turquoise
PLAAT1	NA	grey
PLAAT2	NA	turquoise
PLAAT3	NA	blue
PLAAT4	NA	blue
PLAAT5	NA	blue
PLAC4	NA	turquoise
PLAC8	NA	turquoise
PLAC8L1	NA	brown
PLAC9	NA	blue
PLAG1	NA	turquoise
PLAGL1	NA	green
PLAGL2	NA	green
PLAT	NA	blue
PLAU	NA	brown
PLAUR	NA	brown
PLB1	NA	brown
PLBD1	NA	brown
PLBD1-AS1	NA	blue
PLBD2	NA	turquoise
PLCB1	NA	blue
PLCB2	NA	green
PLCB2-AS1	NA	turquoise
PLCB3	NA	red
PLCB4	NA	grey
PLCD1	NA	turquoise
PLCD3	NA	brown
PLCD4	NA	turquoise
PLCE1	NA	turquoise
PLCG1	NA	turquoise
PLCG1-AS1	NA	turquoise
PLCG2	NA	brown
PLCH1	NA	brown
PLCH2	NA	blue
PLCL1	NA	turquoise
PLCL2	NA	turquoise
PLCXD1	NA	turquoise
PLCXD2	NA	turquoise
PLD1	NA	green
PLD2	NA	red
PLD3	NA	red
PLD4	NA	turquoise
PLD5	NA	grey
PLD5P1	NA	turquoise
PLD6	NA	turquoise
PLEC	NA	turquoise
PLEK	NA	green
PLEK2	NA	green
PLEKHA1	NA	turquoise
PLEKHA2	NA	yellow
PLEKHA3	NA	turquoise
PLEKHA3P1	NA	turquoise
PLEKHA4	NA	grey
PLEKHA5	NA	turquoise
PLEKHA6	NA	turquoise
PLEKHA7	NA	turquoise
PLEKHA8	NA	turquoise
PLEKHA8P1	NA	turquoise
PLEKHB1	NA	turquoise
PLEKHB2	NA	green
PLEKHD1	NA	turquoise
PLEKHF1	NA	blue
PLEKHF2	NA	green
PLEKHG1	NA	turquoise
PLEKHG2	NA	turquoise
PLEKHG3	NA	green
PLEKHG4	NA	turquoise
PLEKHG4B	NA	grey
PLEKHG5	NA	turquoise
PLEKHG6	NA	green
PLEKHG7	NA	green
PLEKHH1	NA	blue
PLEKHH2	NA	turquoise
PLEKHH3	NA	turquoise
PLEKHJ1	NA	turquoise
PLEKHM1	NA	brown
PLEKHM1P1	NA	green
PLEKHM2	NA	brown
PLEKHM3	NA	green
PLEKHN1	NA	turquoise
PLEKHO1	NA	brown
PLEKHO2	NA	brown
PLG	NA	blue
PLGLA	NA	turquoise
PLGLB1	NA	turquoise
PLGLB2	NA	turquoise
PLGRKT	NA	turquoise
PLIN1	NA	turquoise
PLIN2	NA	turquoise
PLIN3	NA	brown
PLIN4	NA	brown
PLIN5	NA	brown
PLK1	NA	turquoise
PLK2	NA	turquoise
PLK3	NA	brown
PLK4	NA	turquoise
PLK5	NA	grey
PLLP	NA	turquoise
PLN	NA	grey
PLOD1	NA	brown
PLOD2	NA	grey
PLOD3	NA	turquoise
PLP1	NA	turquoise
PLP2	NA	brown
PLPBP	NA	yellow
PLPP1	NA	turquoise
PLPP2	NA	yellow
PLPP3	NA	green
PLPP4	NA	grey
PLPP5	NA	turquoise
PLPP6	NA	turquoise
PLPP7	NA	green
PLPPR2	NA	brown
PLPPR3	NA	grey
PLPPR4	NA	grey
PLRG1	NA	turquoise
PLS1	NA	blue
PLS3	NA	grey
PLSCR1	NA	blue
PLSCR2	NA	grey
PLSCR3	NA	turquoise
PLSCR4	NA	blue
PLTP	NA	blue
PLVAP	NA	brown
PLXDC1	NA	turquoise
PLXDC2	NA	brown
PLXNA1	NA	turquoise
PLXNA2	NA	brown
PLXNA3	NA	turquoise
PLXNA4	NA	turquoise
PLXNB1	NA	blue
PLXNB2	NA	brown
PLXNB3	NA	red
PLXNB3-AS1	NA	blue
PLXNC1	NA	brown
PLXND1	NA	green
PM20D1	NA	blue
PM20D2	NA	turquoise
PMAIP1	NA	yellow
PMCH	NA	turquoise
PMEL	NA	turquoise
PMEPA1	NA	turquoise
PMF1	NA	green
PMF1-BGLAP	NA	grey
PMFBP1	NA	turquoise
PML	NA	turquoise
PMM1	NA	yellow
PMM2	NA	turquoise
PMP22	NA	turquoise
PMPCA	NA	turquoise
PMPCB	NA	turquoise
PMS1	NA	turquoise
PMS2	NA	turquoise
PMS2CL	NA	turquoise
PMS2P1	NA	turquoise
PMS2P10	NA	green
PMS2P13	NA	turquoise
PMS2P14	NA	turquoise
PMS2P2	NA	grey
PMS2P3	NA	turquoise
PMS2P4	NA	turquoise
PMS2P5	NA	green
PMS2P6	NA	turquoise
PMS2P7	NA	turquoise
PMVK	NA	blue
PNCK	NA	turquoise
PNISR	NA	turquoise
PNISR-AS1	NA	turquoise
PNKD	NA	brown
PNKP	NA	turquoise
PNLDC1	NA	blue
PNMA1	NA	turquoise
PNMA2	NA	grey
PNMA3	NA	turquoise
PNMA5	NA	grey
PNMA6A	NA	grey
PNMA8B	NA	grey
PNMT	NA	turquoise
PNN	NA	turquoise
PNN-AS1	NA	grey
PNO1	NA	turquoise
PNOC	NA	turquoise
PNP	NA	turquoise
PNPLA1	NA	brown
PNPLA2	NA	brown
PNPLA3	NA	yellow
PNPLA4	NA	turquoise
PNPLA6	NA	yellow
PNPLA7	NA	turquoise
PNPLA8	NA	turquoise
PNPO	NA	turquoise
PNPT1	NA	turquoise
PNRC1	NA	brown
PNRC2	NA	turquoise
POC1A	NA	brown
POC1B	NA	turquoise
POC1B-AS1	NA	turquoise
POC1B-GALNT4	NA	grey
POC5	NA	turquoise
PODN	NA	blue
PODNL1	NA	turquoise
PODXL	NA	turquoise
PODXL2	NA	turquoise
POF1B	NA	turquoise
POFUT1	NA	turquoise
POFUT2	NA	turquoise
POGK	NA	turquoise
POGLUT1	NA	turquoise
POGLUT2	NA	blue
POGLUT2P1	NA	grey
POGLUT3	NA	blue
POGZ	NA	turquoise
POLA1	NA	turquoise
POLA2	NA	turquoise
POLB	NA	turquoise
POLD1	NA	turquoise
