ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_type
GO:0031650	GO:0031650	regulation of heat generation	5/1648	12/18903	0.00235184554542644	0.0196071952630083	0.0146166263680137	ABAT/ARRDC3/CNR1/PTGS2/TNFRSF11A	5	MEbrown
GO:0140052	GO:0140052	cellular response to oxidised low-density lipoprotein particle stimulus	5/1648	12/18903	0.00235184554542644	0.0196071952630083	0.0146166263680137	CD36/CD68/MYD88/TLR4/TLR6	5	MEbrown
GO:0008637	GO:0008637	apoptotic mitochondrial changes	19/1648	108/18903	0.00238514751378292	0.0197900056390073	0.0147529064899961	ARRB2/ATG3/BBC3/BCL2L1/BCL2L11/BID/BNIP3L/GSK3A/GSK3B/HK2/HSPA1A/MMP9/MUL1/NOL3/PLAUR/PPIF/PRELID1/SOD2/TNFSF10	19	MEbrown
GO:0090559	GO:0090559	regulation of membrane permeability	15/1648	77/18903	0.00239709295707357	0.0198332508569107	0.014785144614002	BBC3/BCL2L1/BCL2L11/BID/BNIP3L/F11R/GSK3A/GSK3B/HK2/HSPA1A/LAPTM5/MUL1/NOL3/PPIF/SLC9A1	15	MEbrown
GO:0050654	GO:0050654	chondroitin sulfate proteoglycan metabolic process	9/1648	35/18903	0.00249404439969294	0.0204760984453514	0.0152643698619672	B3GAT1/CHST11/CHST13/CHST15/CHSY1/CSGALNACT1/DSE/EXT1/HYAL1	9	MEbrown
GO:0062197	GO:0062197	cellular response to chemical stress	46/1648	345/18903	0.0024956439795896	0.0204760984453514	0.0152643698619672	ALDH3B1/ALOX5/ARHGEF2/ATG7/CAB39/CAMKK2/CD36/CPEB2/CYP1B1/DAPK1/DDIT3/FOXO3/G6PD/GPR37L1/HSPA1A/HSPA1B/KDM6B/LRRK2/MAP3K5/MAPK13/MAPK3/MCL1/MICU1/MMP9/NCF1/NFE2L2/NLRP3/NOL3/OSER1/PDGFD/PPIF/PRKCD/PTGS2/PXN/RHOB/SIRPA/SLC12A6/SNCA/SOD2/SPHK1/TLR4/TLR6/TRIM21/TRPM2/TRPV4/ZFP36L1	46	MEbrown
GO:0051346	GO:0051346	negative regulation of hydrolase activity	49/1648	373/18903	0.00250735985198287	0.0205436118053284	0.0153146992203683	ADORA2A/APLP2/ARRB2/BOD1L1/CHP1/COL7A1/CPAMD8/CPEB2/CR1/CSTB/EGLN1/F11R/FKBP1A/FNIP1/FURIN/GAPDH/GMIP/GNAI2/GSK3B/GZMA/LRP1/LRRK2/MMP9/NAIP/NOL3/PAK2/PICALM/PLAUR/PLIN5/PPP1R9B/PROS1/PTGS2/RAF1/RENBP/RPS6KA1/SERPINA1/SERPINB1/SNCA/SORL1/SORT1/SPINT1/SPINT2/SPOCK1/STYXL1/TIMP2/TIMP4/TMBIM6/TNFSF14/WFDC1	49	MEbrown
GO:0034612	GO:0034612	response to tumor necrosis factor	36/1648	254/18903	0.00253659596652869	0.0207542872761396	0.0154717520063709	ADAM9/AIM2/ARHGEF2/ASAH1/CAMP/CASP4/CCL5/CD14/CYBA/CYP1B1/EXT1/F2RL1/FOXO3/HSPA1A/HSPA1B/HYAL1/HYAL2/LAPTM5/MAP3K5/MAPK14/MAPK3/MBP/NAIP/NFE2L2/NFKBIA/NOL3/PLVAP/PTGS2/SHARPIN/SPHK1/SYK/TNFRSF11A/TNFRSF1A/TNFRSF1B/ZFP36/ZFP36L1	36	MEbrown
GO:0030193	GO:0030193	regulation of blood coagulation	14/1648	70/18903	0.00255674007285403	0.0208611575750458	0.0155514208834335	ABAT/CD36/CEACAM1/EMILIN2/F12/F2RL1/F7/NFE2L2/PLAU/PLAUR/PRKCD/PROS1/SH2B3/THBD	14	MEbrown
GO:0043627	GO:0043627	response to estrogen	14/1648	70/18903	0.00255674007285403	0.0208611575750458	0.0155514208834335	ARID5A/ARPC1B/CITED4/CTNNA1/F7/GLI3/IL4R/MME/NCOA4/RARA/SRA1/TGFBR2/TRIM25/WBP2	14	MEbrown
GO:0030516	GO:0030516	regulation of axon extension	17/1648	93/18903	0.00260398533664273	0.021217258116407	0.0158168840714471	CDKL5/CYFIP1/DBN1/DIP2B/DISC1/GSK3B/IFRD1/KIAA0319/NDEL1/RTN4/SEMA3B/SEMA4A/SEMA4B/SEMA6B/SHTN1/SLIT1/TWF2	17	MEbrown
GO:0019076	GO:0019076	viral release from host cell	8/1648	29/18903	0.00266319487474519	0.0215506607240713	0.0160654265723495	CHMP1A/CHMP2A/CHMP4B/RAB7A/TRIM25/TSG101/VAPA/VPS37B	8	MEbrown
GO:0035891	GO:0035891	exit from host cell	8/1648	29/18903	0.00266319487474519	0.0215506607240713	0.0160654265723495	CHMP1A/CHMP2A/CHMP4B/RAB7A/TRIM25/TSG101/VAPA/VPS37B	8	MEbrown
GO:1990778	GO:1990778	protein localization to cell periphery	45/1648	337/18903	0.00268277475138992	0.0216210169908103	0.0161178752397789	ACTB/ARL3/BCL2L1/CSK/DLG4/EHD1/F11R/FCHO2/FGF13/FLOT1/FLOT2/FRMD8/GPSM2/KCNB1/KIF13A/LIN7A/LRP1/MYADM/NUMB/PACS1/PICALM/PPP1R9B/PPP2R5A/PRAM1/PRKG2/RAB31/RAB34/RAB3D/RAB7A/RAMP1/RAPGEF2/RHOG/RILPL1/RILPL2/SAPCD2/SLC9A3R2/SQSTM1/STAC3/STX3/TGFB1/TMBIM1/TNFRSF1A/TSPAN5/VAMP3/ZDHHC7	45	MEbrown
GO:0045453	GO:0045453	bone resorption	13/1648	63/18903	0.00269024027402206	0.0216210169908103	0.0161178752397789	ADAM8/CSK/DEF8/EXT1/LRRK1/PLEKHM1/RAB3D/RAB7A/SNX10/SPP1/SYK/TCIRG1/TNFRSF11A	13	MEbrown
GO:0140115	GO:0140115	export across plasma membrane	15/1648	78/18903	0.0027336010666932	0.0218799509291979	0.0163109033899371	ABCG2/ATP2B1/ATP7B/KCNB1/KCND3/KCNE1/KCNE3/KCNQ1/RALBP1/SLC22A18/SLC24A4/SLC29A4/SLC40A1/SLC8A1/SLC9A1	15	MEbrown
GO:0033628	GO:0033628	regulation of cell adhesion mediated by integrin	11/1648	49/18903	0.00279953270291556	0.0222564738905203	0.0165915909319749	ADAM9/CCL5/CRK/CYP1B1/EFNA1/FERMT3/LIF/LYN/PLAU/PTPN6/SYK	11	MEbrown
GO:0045933	GO:0045933	positive regulation of muscle contraction	11/1648	49/18903	0.00279953270291556	0.0222564738905203	0.0165915909319749	ABAT/CHGA/CHRM3/ENO1/KCNQ1/OXT/PTAFR/PTGS2/RHOA/SPHK1/TRPV4	11	MEbrown
GO:0015850	GO:0015850	organic hydroxy compound transport	40/1648	292/18903	0.00284583734466075	0.022594107543661	0.0168432875612493	ABAT/ABCG1/ACTB/ADORA2A/AQP9/CD36/CEACAM1/CHGA/CNR1/DRD3/EEPD1/FURIN/GRAMD1A/GRK2/KCNB1/KCNQ1/LPCAT3/LRP1/NFKBIA/NPC2/NR1H2/OSBPL11/OSBPL1A/OSBPL2/OSBPL8/OXT/P2RX1/RALBP1/RXRA/SLC16A3/SLC22A1/SLC29A4/SLC5A11/SNCA/SPP1/STX12/SYK/SYT2/TPCN2/VAPA	40	MEbrown
GO:0016311	GO:0016311	dephosphorylation	47/1648	357/18903	0.00290380395349377	0.0229307092359676	0.0170942148920221	BOD1L1/CD300A/CD33/CHP1/CNEP1R1/CTDP1/CTDSP2/DAPP1/DUSP18/DUSP3/DUSP6/FKBP1A/GNAI2/GSK3B/INPP5A/IQGAP1/LILRB2/MTMR11/MTMR14/MTMR3/MTMR6/PIP4P2/PLPPR2/PPM1D/PPM1F/PPM1H/PPM1J/PPM1M/PPP1R9B/PPP2R5A/PPP3CA/PPP3R1/PPP4C/PPP4R1/PPP4R1L/PRKCD/PTEN/PTP4A3/PTPN6/PTPRC/PTPRE/PTPRJ/SSH2/SSH3/STYXL1/TGFB1/TNS3	47	MEbrown
GO:0043200	GO:0043200	response to amino acid	20/1648	118/18903	0.0029274576564466	0.0230249039440947	0.0171644344637696	BAIAP2/BCL2L1/CEBPB/CPEB4/CYBA/CYBB/F7/IGF1R/KCNB1/LAMTOR4/LYN/MYD88/NEURL1/PDGFD/RHOA/RRAGC/RRAGD/SIX1/TMBIM6/UBR2	20	MEbrown
GO:0051495	GO:0051495	positive regulation of cytoskeleton organization	29/1648	195/18903	0.0031437354273609	0.0245294641093815	0.0182860428064826	ARHGEF10L/BAIAP2/CDC42/CDC42EP1/CDC42EP3/CDC42EP4/CRACD/CYFIP1/F2RL1/FES/GPSM2/GRB2/GSN/HCK/HCLS1/HSPA1A/HSPA1B/ID1/LPAR1/PAK1/PPM1F/PSRC1/PXN/RAC1/RAPGEF3/RHOA/TRPV4/VASP/WAS	29	MEbrown
GO:0014910	GO:0014910	regulation of smooth muscle cell migration	16/1648	87/18903	0.00322058474171317	0.0248488624309787	0.0185241454961704	ABHD2/CCL5/CRK/CYP1B1/DOCK5/LPAR1/LRP1/NDRG4/NFE2L2/PDGFD/PLAU/RHOA/S100A11/SORL1/TLR4/TRIB1	16	MEbrown
GO:0001696	GO:0001696	gastric acid secretion	6/1648	18/18903	0.00322263298205189	0.0248488624309787	0.0185241454961704	HRH2/KCNQ1/OPRL1/OXT/SGK1/SNX10	6	MEbrown
GO:0060263	GO:0060263	regulation of respiratory burst	6/1648	18/18903	0.00322263298205189	0.0248488624309787	0.0185241454961704	CAMK1D/CLEC7A/GRN/NCF1/RAC1/RAC2	6	MEbrown
GO:0006906	GO:0006906	vesicle fusion	20/1648	119/18903	0.00323732986105619	0.0248723368850856	0.0185416450579523	CHMP1A/CHMP2A/CHMP4B/CORO1A/DYSF/GNAI3/PLEKHM1/RAB34/RAB7A/RUBCNL/SNAP23/SNCA/SPHK1/STX10/STX11/STX12/STX3/TOM1/VAMP3/VPS8	20	MEbrown
GO:0002347	GO:0002347	response to tumor cell	10/1648	43/18903	0.00326960299143073	0.0250145860032707	0.0186476878745714	ADAM15/CEACAM1/DAPK1/IL12A/IL12B/IL4I1/LAPTM5/NOTCH1/NOTCH2/SPI1	10	MEbrown
GO:0019233	GO:0019233	sensory perception of pain	18/1648	103/18903	0.00329912981789131	0.0251750955404115	0.018767343332755	ARRB2/CCR2/CNR1/CXCR4/EPHB1/IL12B/MAPK3/MME/MRGPRX2/NTSR1/OPRL1/OXT/PRDM12/PTAFR/PTGS2/SCN9A/SLC9A1/TMEM120A	18	MEbrown
GO:0000910	GO:0000910	cytokinesis	28/1648	187/18903	0.0033225114017339	0.0253207175518944	0.0188759005488307	AHCTF1/ANXA11/ARF1/ARL3/AURKC/BCL2L1/CDC42/CFL1/CHMP1A/CHMP2A/CHMP4B/DRD3/E2F7/EXOC6/IGF1R/KIF13A/KIF4A/KLHDC8B/KLHL21/MRGPRX2/PLK3/RAB35/RHOA/RHOB/SH3GLB1/SNX18/SVIL/UNC119	28	MEbrown
GO:0051923	GO:0051923	sulfation	7/1648	24/18903	0.00346922252205994	0.0261345139097892	0.0194825634163872	CHSY1/EXT1/NDST1/SULT1A1/SULT1A4/SULT1B1/TPST1	7	MEbrown
GO:0031272	GO:0031272	regulation of pseudopodium assembly	5/1648	13/18903	0.00354930636393319	0.0264002068054677	0.0196806301838507	CDC42/CDC42EP1/CDC42EP3/CDC42EP4/F2RL1	5	MEbrown
GO:0031274	GO:0031274	positive regulation of pseudopodium assembly	5/1648	13/18903	0.00354930636393319	0.0264002068054677	0.0196806301838507	CDC42/CDC42EP1/CDC42EP3/CDC42EP4/F2RL1	5	MEbrown
GO:0032370	GO:0032370	positive regulation of lipid transport	16/1648	88/18903	0.00362493023265628	0.0269287061797959	0.0200746119740386	ABCG1/ACSL1/ATP8A2/AVPR1B/EEPD1/LPCAT3/LRP1/NFKBIA/NR1H2/NTSR1/OXT/PRELID1/PRKCD/RXRA/SPP1/TNFRSF11A	16	MEbrown
GO:0046466	GO:0046466	membrane lipid catabolic process	9/1648	37/18903	0.00375107781686847	0.0277608032904173	0.0206949175508797	ASAH1/CYP1B1/GLA/MGST2/NAGA/NEU1/PPT1/PRKCD/SPHK1	9	MEbrown
GO:0050873	GO:0050873	brown fat cell differentiation	11/1648	51/18903	0.00389632177151116	0.0286971079415011	0.0213929069913861	CEBPB/DHRS7B/ERO1A/LRG1/MAPK14/PTGS2/SIX1/TFE3/TRPV4/ZBTB7B/ZNF516	11	MEbrown
GO:1900026	GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	10/1648	44/18903	0.00390682067035884	0.0286971079415011	0.0213929069913861	CASS4/CDC42/CRK/DOCK5/MYADM/NEDD9/PREX1/RAC1/TRIOBP/UNC13D	10	MEbrown
GO:0002923	GO:0002923	regulation of humoral immune response mediated by circulating immunoglobulin	6/1648	19/18903	0.00436667576854354	0.0314060147916468	0.023412322760098	CD55/CR1/CR1L/NOD2/PTPN6/PTPRC	6	MEbrown
GO:0007586	GO:0007586	digestion	22/1648	139/18903	0.00443685975422969	0.0317775532941804	0.0236892945248007	ADM2/CD36/CHIT1/CHRM3/CRACD/DRD3/F11R/HRH2/KCNQ1/LPCAT3/LRCOL1/NOD2/NR1H2/OPRL1/OXT/PPP3CA/SGK1/SNX10/TLR4/TLR9/TYMP/VDR	22	MEbrown
GO:1903509	GO:1903509	liposaccharide metabolic process	18/1648	106/18903	0.00452332101846608	0.0321397615509408	0.0239593108471486	AOAH/B4GALT5/CLN6/DPM2/GAL3ST3/GLA/GLB1/MPPE1/NAGA/NEU1/PIGX/PRKCD/ST3GAL2/ST3GAL6/ST6GALNAC3/ST6GALNAC4/ST8SIA4/TM9SF2	18	MEbrown
GO:0042092	GO:0042092	type 2 immune response	9/1648	38/18903	0.00454192539245617	0.0321397615509408	0.0239593108471486	BCL3/BCL6/CCR2/HLX/IL18/IL4R/NLRP3/NOD2/RARA	9	MEbrown
GO:2000177	GO:2000177	regulation of neural precursor cell proliferation	16/1648	90/18903	0.00455902384841237	0.0321397615509408	0.0239593108471486	BTG2/CTNNA1/DISC1/FOXO3/GLI1/GLI3/GNAI2/GNG5/GPR37L1/LRRK2/LYN/NOTCH1/RHOA/SMARCD3/SPINT1/SPINT2	16	MEbrown
GO:0051494	GO:0051494	negative regulation of cytoskeleton organization	25/1648	165/18903	0.00456188069811819	0.0321397615509408	0.0239593108471486	ARAP1/ARHGEF2/ARPIN/CAPG/CAPZA2/CORO1A/CRACD/CYRIB/F11R/FGF13/FLII/GMFG/GSN/MID1IP1/MYADM/PAK2/PRKCD/SNCA/SSH2/SSH3/SVIL/TMOD1/TRIOBP/TWF2/WAS	25	MEbrown
GO:0051208	GO:0051208	sequestering of calcium ion	21/1648	131/18903	0.00460770195228659	0.0323913749414324	0.0241468817296064	ATP7B/CORO1A/CYBA/DDIT3/ERO1A/FKBP1A/LYN/NOL3/NTSR1/PLCG2/PRKACA/PSEN1/PTPN6/PTPRC/RYR2/SLC8A1/SLC8B1/SNCA/TPCN2/TRPM2/XCR1	21	MEbrown
GO:0045661	GO:0045661	regulation of myoblast differentiation	14/1648	75/18903	0.00492935058337549	0.0344469801739798	0.0256792790583037	ACTB/DDIT3/FLOT2/IL18/MAP3K5/MAPK14/NOTCH1/RIPOR2/SMARCD3/SRA1/TGFB1/TNFSF14/XKR8/ZFP36L1	14	MEbrown
GO:0099173	GO:0099173	postsynapse organization	25/1648	166/18903	0.00493782998409817	0.03446535122787	0.0256929741751778	ACTB/ACTN1/ARF1/ARHGAP22/BAIAP2/CDC42/CDKL5/CFL1/DBN1/DLG4/EFNA1/EGLN1/EPHB1/IGF1R/IL1RAP/LILRB2/LRFN2/LRRC4/LRRK2/NEDD9/NTNG2/PTEN/SIPA1L1/ZDHHC12/ZNF804A	25	MEbrown
GO:0022029	GO:0022029	telencephalon cell migration	12/1648	60/18903	0.0050404976350339	0.0350522452906536	0.0261304876042146	CXCR4/DISC1/FGF13/FOXB1/GLI3/LRRK2/MBOAT7/NDEL1/NRG1/PSEN1/RHOA/RTN4	12	MEbrown
GO:0106027	GO:0106027	neuron projection organization	16/1648	91/18903	0.0050948571167774	0.035310356794042	0.0263229026516351	ARF1/BAIAP2/CDC42/CFL1/DBN1/DLG4/EFNA1/EPHB1/GSK3B/IGF1R/LRRK2/NEDD9/PSEN1/PTEN/SIPA1L1/ZNF804A	16	MEbrown
GO:0044849	GO:0044849	estrous cycle	5/1648	14/18903	0.0051285304541527	0.0353358747431737	0.0263419255829179	CYP1B1/EGR1/IGF1R/OPRL1/TRPM2	5	MEbrown
GO:0051547	GO:0051547	regulation of keratinocyte migration	5/1648	14/18903	0.0051285304541527	0.0353358747431737	0.0263419255829179	ADAM9/IQSEC1/MAP4K4/MMP9/PTEN	5	MEbrown
GO:0010876	GO:0010876	lipid localization	59/1648	483/18903	0.0051390082278332	0.0353667026520623	0.026364906943581	ABCA10/ABCG1/ABCG2/ABHD5/ACSL1/APOBR/AQP9/ATP11A/ATP8A2/AVPR1B/CD36/CEACAM1/DGAT1/DGAT2/DRD3/EEPD1/EHD1/FURIN/GRAMD1A/GULP1/KCNQ1/LPCAT3/LRP1/LRP10/NFKBIA/NPC2/NR1H2/NTSR1/OSBPL11/OSBPL1A/OSBPL2/OSBPL8/OXT/PCTP/PDZD8/PISD/PITPNA/PLIN3/PLIN5/PNPLA2/PRELID1/PRKCD/PTGS2/RBP7/RXRA/SLC27A2/SLC66A2/SLCO3A1/SPP1/STARD10/STAT5B/STX12/SYK/TNFRSF11A/TPCN2/VAPA/VMP1/XKR8/ZFYVE1	59	MEbrown
GO:0031330	GO:0031330	negative regulation of cellular catabolic process	34/1648	247/18903	0.00521397799854775	0.035715749290052	0.0266251116400749	BAG6/CHMP4B/CNR1/CTSA/DAP/DHX34/E2F1/FURIN/GSK3A/HFE/IGF2BP2/IGF2BP3/LRRK2/MAPK14/MAPKAPK2/MCL1/MYD88/N4BP1/PHF23/PLIN5/PSEN1/QSOX1/RBM38/RYBP/SDCBP/SLC11A1/SNCA/SORL1/STAT3/TBC1D14/TIMP2/TIMP4/YBX1/ZFP36	34	MEbrown
GO:0048588	GO:0048588	developmental cell growth	32/1648	229/18903	0.00526504685791989	0.0359818921577797	0.0268235138493611	CDKL5/CTDP1/CXCR4/CYFIP1/DBN1/DIP2B/DISC1/EFNA5/EXT1/FGF13/G6PD/GSK3A/GSK3B/IFRD1/IQGAP1/KIAA0319/MAP2K4/MUL1/NDEL1/RTN4/SEMA3B/SEMA4A/SEMA4B/SEMA6B/SHTN1/SLIT1/SPAG9/SPP1/SYT2/TGFBR2/TWF2/ULK1	32	MEbrown
GO:0070555	GO:0070555	response to interleukin-1	22/1648	141/18903	0.00527714849820835	0.0360228062606551	0.0268540141910413	CAMP/CCL5/CEBPB/CYBA/EGR1/HDAC4/HYAL1/HYAL2/IL1R1/IL1RL2/IL1RN/IRAK3/LGALS9/MAPK13/MAPK3/MYD88/SIRPA/SNCA/TNFRSF11A/TOLLIP/UPF1/USP10	22	MEbrown
GO:0046513	GO:0046513	ceramide biosynthetic process	13/1648	68/18903	0.00536852292301099	0.0364354476261034	0.027161627012857	ASAH1/B4GALT5/CYP4F22/ORMDL2/P2RX1/PNPLA1/PRKCD/SGMS2/SPHK1/ST3GAL2/ST6GALNAC3/ST6GALNAC4/ST8SIA4	13	MEbrown
GO:0060193	GO:0060193	positive regulation of lipase activity	13/1648	68/18903	0.00536852292301099	0.0364354476261034	0.027161627012857	ABHD5/AVPR1B/C5AR1/CCL5/GNAQ/LPAR1/LPAR2/NR1H2/PLIN5/PTAFR/RASGRP4/RHOA/S1PR4	13	MEbrown
GO:0033028	GO:0033028	myeloid cell apoptotic process	9/1648	39/18903	0.00545663399358488	0.0369483113289753	0.0275439528387612	CLEC5A/CXCR2/HCAR2/MAEA/NOD2/PIK3CD/PLEKHO2/PTEN/STAT5B	9	MEbrown
GO:0097178	GO:0097178	ruffle assembly	10/1648	46/18903	0.00547326549524519	0.0369879655131137	0.0275735139455745	ARHGAP24/CORO1C/CYFIP1/DEF8/ICAM1/NDEL1/PLEKHM1/RAC1/RHOG/SNX10	10	MEbrown
GO:0034614	GO:0034614	cellular response to reactive oxygen species	23/1648	150/18903	0.00547504768756326	0.0369879655131137	0.0275735139455745	CAMKK2/CD36/CYP1B1/FOXO3/GPR37L1/KDM6B/LRRK2/MAP3K5/MAPK13/MAPK3/MMP9/NCF1/NFE2L2/OSER1/PDGFD/PPIF/PRKCD/PXN/RHOB/SIRPA/SOD2/SPHK1/TRPM2	23	MEbrown
GO:0001101	GO:0001101	response to acid chemical	21/1648	133/18903	0.00550733124384471	0.0371209248941524	0.0276726315179094	BAIAP2/BCL2L1/CEBPB/CPEB4/CYBA/CYBB/F7/IGF1R/KCNB1/LAMTOR4/LYN/MYD88/NEURL1/PDGFD/RHOA/RRAGC/RRAGD/SIPA1/SIX1/TMBIM6/UBR2	21	MEbrown
GO:0044106	GO:0044106	cellular amine metabolic process	18/1648	108/18903	0.00553028371021906	0.0372330300993149	0.0277562028740258	ABAT/AOC2/BCKDK/DRD3/GDPD3/IL4I1/ITGAM/ITGB2/KL/OAZ2/PNKD/SAT1/SLC29A4/SLC7A7/SNCA/SULT1A1/SULT1A4/SULT1B1	18	MEbrown
GO:0002026	GO:0002026	regulation of the force of heart contraction	7/1648	26/18903	0.0056526404697232	0.0378836234438445	0.0282412023707385	ADM/CHGA/GAA/GRK2/RYR2/SLC8A1/SLC9A1	7	MEbrown
GO:0009895	GO:0009895	negative regulation of catabolic process	43/1648	332/18903	0.00570412459845177	0.0381418819630867	0.0284337270144462	BAG6/BANP/CBFA2T3/CHMP4B/CNR1/CTSA/DAP/DHX34/E2F1/FURIN/GABARAPL2/GSK3A/HCAR2/HDAC4/HFE/HMGCR/IGF2BP2/IGF2BP3/IRAK3/LRRK2/MAPK14/MAPKAPK2/MCL1/MYD88/N4BP1/NRG1/PHF23/PLIN5/PSEN1/QSOX1/RBM38/RYBP/SDCBP/SLC11A1/SNCA/SORL1/STAT3/TBC1D14/TIMP2/TIMP4/YBX1/ZDHHC7/ZFP36	43	MEbrown
GO:0051546	GO:0051546	keratinocyte migration	6/1648	20/18903	0.00578430115348426	0.0383144957010018	0.0285624058223659	ADAM9/IQSEC1/LRG1/MAP4K4/MMP9/PTEN	6	MEbrown
GO:0043112	GO:0043112	receptor metabolic process	12/1648	61/18903	0.005788474142572	0.0383144957010018	0.0285624058223659	CAPN1/ECE1/FURIN/LAPTM5/LMTK2/NRG1/PSEN1/SH3GLB1/SNCA/SORL1/TGFB1/VAMP3	12	MEbrown
GO:0098900	GO:0098900	regulation of action potential	12/1648	61/18903	0.005788474142572	0.0383144957010018	0.0285624058223659	CD36/CNR1/DSC2/FGF13/GPR35/KCNB1/KCNE3/KCNJ2/NTSR1/RYR2/SCN9A/SLC9A1	12	MEbrown
GO:0009308	GO:0009308	amine metabolic process	19/1648	117/18903	0.00592541828007723	0.0390891815094456	0.0291399128478602	ABAT/AOC2/AOC3/BCKDK/DRD3/GDPD3/IL4I1/ITGAM/ITGB2/KL/OAZ2/PNKD/SAT1/SLC29A4/SLC7A7/SNCA/SULT1A1/SULT1A4/SULT1B1	19	MEbrown
GO:0009266	GO:0009266	response to temperature stimulus	27/1648	186/18903	0.00594119439063886	0.0391494140439078	0.0291848145505067	ADM/ARRB2/ATP2B1/CD14/CXCR4/DNAJC3/EPHB1/ERO1A/GSK3B/HSP90AB4P/HSPA1A/HSPA1B/HSPA6/LYN/MAPKAPK2/NFKBIA/NGFR/NTSR1/PRDM12/PRKACA/PTGS2/SCN9A/SLC9A1/SOD2/TRPM2/TRPV4/ZNF516	27	MEbrown
GO:0000302	GO:0000302	response to reactive oxygen species	29/1648	204/18903	0.00601802565905873	0.0395671753990122	0.0294962441842023	ADAM9/CAMKK2/CD36/CRK/CYP1B1/FOXO3/GPR37L1/HYAL1/HYAL2/KDM6B/LRRK2/MAP3K5/MAPK13/MAPK3/MMP9/NCF1/NFE2L2/OSER1/PDGFD/PLK3/PPIF/PRKCD/PXN/RHOB/SIRPA/SLC8A1/SOD2/SPHK1/TRPM2	29	MEbrown
GO:0050804	GO:0050804	modulation of chemical synaptic transmission	55/1648	448/18903	0.00608230862828822	0.0399242218619071	0.0297624125307787	ADORA2A/ARF1/ARRB2/BAIAP2/CCR2/CHRM2/CNR1/CYFIP1/DBN1/DISC1/DLG4/DRD3/EGLN1/EPHB1/FLOT1/GLUL/GNAI2/GSK3B/HOMER3/KCNB1/LILRB2/LRFN2/LRRC4/LRRK2/MCTP1/MCTP2/MME/NCSTN/NEURL1/NTNG2/OXT/P2RX1/PACSIN2/PNKD/PPP1R9B/PPP3CA/PPP3R1/PRKACA/PSEN1/PTEN/PTGS2/PXK/RAB5A/RAPGEF2/RARA/RGS14/SIPA1L1/SLC6A6/SNCA/SQSTM1/STX3/TPRG1L/TSHZ3/TYROBP/ZDHHC12	55	MEbrown
GO:0046164	GO:0046164	alcohol catabolic process	11/1648	54/18903	0.00615617951005855	0.040161742518001	0.029939477666217	ALDH3B1/CYP27A1/GK/INPP5A/NTSR1/PTEN/SCARF1/SRD5A3/SULT1A1/SULT1A4/SULT1B1	11	MEbrown
GO:0007568	GO:0007568	aging	25/1648	169/18903	0.00622370734095533	0.0405573671964246	0.0302344050145152	ABAT/ADM/APAF1/ATP2B1/ATP8A2/AVPR1B/CD68/CNR1/CTNNA1/FOXO3/GRB2/GSK3A/HYAL2/IGF1R/JUND/KL/MBP/MME/NFE2L2/PPP1R9B/PPP3CA/PTGS2/SOD2/TGFBR2/TNFRSF1B	25	MEbrown
GO:0002828	GO:0002828	regulation of type 2 immune response	8/1648	33/18903	0.00630334285494157	0.0407350560934659	0.0303668672143841	BCL6/CCR2/HLX/IL18/IL4R/NLRP3/NOD2/RARA	8	MEbrown
GO:0033032	GO:0033032	regulation of myeloid cell apoptotic process	8/1648	33/18903	0.00630334285494157	0.0407350560934659	0.0303668672143841	CLEC5A/CXCR2/HCAR2/MAEA/NOD2/PIK3CD/PTEN/STAT5B	8	MEbrown
GO:0000422	GO:0000422	autophagy of mitochondrion	16/1648	93/18903	0.00632012243582208	0.0407350560934659	0.0303668672143841	ATG3/ATG7/BNIP3L/CAMKK2/FUNDC2/GABARAP/GABARAPL2/GSK3A/HK2/MAP1LC3B/MAP1LC3B2/MARK2/MFN2/MUL1/SQSTM1/ULK1	16	MEbrown
GO:0045766	GO:0045766	positive regulation of angiogenesis	27/1648	187/18903	0.00638309714501653	0.0409616833129547	0.0305358115915709	ADM/ADM2/BMPER/C5AR1/CAMP/CXCR2/CXCR4/CYBB/CYP1B1/EMILIN2/GAB1/GRN/HK2/HYAL1/ITGA5/ITGAX/LRG1/NFE2L2/NINJ1/PIK3CD/PKM/RAPGEF3/RHOB/SP1/SPHK1/STAT3/TGFBR2	27	MEbrown
GO:1904018	GO:1904018	positive regulation of vasculature development	27/1648	187/18903	0.00638309714501653	0.0409616833129547	0.0305358115915709	ADM/ADM2/BMPER/C5AR1/CAMP/CXCR2/CXCR4/CYBB/CYP1B1/EMILIN2/GAB1/GRN/HK2/HYAL1/ITGA5/ITGAX/LRG1/NFE2L2/NINJ1/PIK3CD/PKM/RAPGEF3/RHOB/SP1/SPHK1/STAT3/TGFBR2	27	MEbrown
GO:0061383	GO:0061383	trabecula morphogenesis	10/1648	47/18903	0.00642114059783753	0.0409825994169674	0.0305514039735168	EGLN1/FBN2/FKBP1A/HEY1/NOTCH1/NRG1/RBPJ/RHOA/SBNO2/SLC40A1	10	MEbrown
GO:0022617	GO:0022617	extracellular matrix disassembly	12/1648	62/18903	0.00662177284877169	0.0420807592795189	0.0313700520355141	ADAM15/ADAM8/ADAMTS5/CTSS/FLOT1/FURIN/LCP1/LRP1/MMP19/MMP9/SH3PXD2B/TGFB1	12	MEbrown
