ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_type	
GO:0032984	GO:0032984	protein-containing complex disassembly	43/1636	328/18862	0.004197849	0.035331484	0.027647498	ARHGEF2/AURKAIP1/CAPG/CAPZA2/CFL1/CHMP1A/CHMP2A/CRACD/DHX8/F2RL1/FGF13/FLII/FRAT1/FRAT2/FZD2/GABARAP/GABARAPL2/GBA/GSK3B/GSN/IGF1R/IRAK3/LAMP2/MAP1LC3B/MAP1LC3B2/MID1IP1/MRPL28/MRPL36/NCKAP5L/NFE2/PHF23/PPP1R9B/RUBCNL/SH3GL1/SMARCD3/SVIL/TMOD1/TRIOBP/TRPV4/TSG101/TWF2/UPF1/WNT8A	43	brown
GO:0090330	GO:0090330	regulation of platelet aggregation	6/1636	19/18862	0.004256198	0.035570014	0.027834152	CEACAM1/F11R/LYN/PRKCD/SH2B3/SYK	6	brown
GO:0031579	GO:0031579	membrane raft organization	7/1636	25/18862	0.004335166	0.035827477	0.028035621	FLOT1/FLOT2/GSN/MYADM/PACSIN2/PPT1/PTPRC	7	brown
GO:0072012	GO:0072012	glomerulus vasculature development	7/1636	25/18862	0.004335166	0.035827477	0.028035621	CFLAR/EGR1/IL6R/NOTCH1/NOTCH2/PDGFD/PECAM1	7	brown
GO:0031330	GO:0031330	negative regulation of cellular catabolic process	35/1636	255/18862	0.004486774	0.036932799	0.028900555	ATG7/BAG6/CHMP4B/CNR1/CTSA/DAP/DHX34/E2F1/EFNA1/FURIN/GABARAPL2/GSK3A/HFE/LRRK2/MAPK14/MAPKAPK2/MCL1/MYD88/N4BP1/NMNAT1/PHF23/PLIN5/PSEN1/QSOX1/RYBP/SDCBP/SLC11A1/SNCA/SORL1/STAT3/TBC1D14/TIMP2/TIMP4/YBX1/ZFP36	35	brown
GO:0035821	GO:0035821	modulation of process of other organism	20/1636	123/18862	0.004499232	0.036949813	0.028913869	ATG7/BCL2L1/BCL2L11/CCL5/CFL1/CLEC7A/CTDP1/F2RL1/HYAL2/IFI27/IGF2R/KPNB1/MPEG1/RXRA/SP1/SYK/TNIP1/ULK1/VAPA/ZBED1	20	brown
GO:0035303	GO:0035303	regulation of dephosphorylation	30/1636	210/18862	0.004567644	0.037468377	0.029319653	BOD1L1/CD300A/CD33/CHP1/CNEP1R1/ELL/FKBP15/FKBP1A/GBA/GNAI2/GSK3B/LILRB2/LMTK2/MTMR3/PCIF1/PHACTR1/PPP1R14A/PPP1R14C/PPP1R3B/PPP1R9B/PPP2R5A/PPP3R1/PPP4R1/PPP4R1L/PRKCD/PTPRC/SHOC2/STYXL1/TGFB1/ZFYVE1	30	brown
GO:0032092	GO:0032092	positive regulation of protein binding	15/1636	83/18862	0.004817537	0.039275569	0.030733813	FKBP1A/FLOT1/GSK3B/HFE/LRP1/LRRK2/MAPRE3/MMP9/PSEN1/RALB/RAMP1/RAPGEF2/STK3/TCF7L2/TRIM21	15	brown
GO:0019233	GO:0019233	sensory perception of pain	17/1636	99/18862	0.004820999	0.039275569	0.030733813	ARRB2/CCR2/CNR1/CXCR4/EPHB1/IL12B/MAPK3/MME/MRGPRX2/NTSR1/OPRL1/OXT/PRDM12/PTAFR/SCN9A/SLC9A1/TMEM120A	17	brown
GO:0140115	GO:0140115	export across plasma membrane	12/1636	60/18862	0.004837677	0.039365626	0.030804284	ABCG2/ATP2B1/KCND3/KCNE1/KCNE3/KCNQ1/RALBP1/SLC22A18/SLC29A4/SLC40A1/SLC8A1/SLC9A1	12	brown
GO:0003056	GO:0003056	regulation of vascular associated smooth muscle contraction	4/1636	9/18862	0.004976271	0.039637635	0.031017136	ATP2B1/CHRM3/DOCK5/P2RX1	4	brown
GO:0001921	GO:0001921	positive regulation of receptor recycling	5/1636	14/18862	0.005016011	0.039637635	0.031017136	ARAP1/ECE1/PSEN1/SNCA/VAMP3	5	brown
GO:0003214	GO:0003214	cardiac left ventricle morphogenesis	5/1636	14/18862	0.005016011	0.039637635	0.031017136	GSK3A/NOTCH1/RBPJ/RYR2/TGFBR2	5	brown
GO:0051547	GO:0051547	regulation of keratinocyte migration	5/1636	14/18862	0.005016011	0.039637635	0.031017136	ADAM9/IQSEC1/MAP4K4/MMP9/PTEN	5	brown
GO:1903729	GO:1903729	regulation of plasma membrane organization	5/1636	14/18862	0.005016011	0.039637635	0.031017136	ASAP1/GSN/PLEKHM2/PRKCD/SH3GLB1	5	brown
GO:0090207	GO:0090207	regulation of triglyceride metabolic process	9/1636	39/18862	0.00527586	0.041075436	0.03214224	ABHD5/CNEP1R1/DGAT2/MBOAT7/NR1H2/PANK2/PLIN5/PNPLA2/SORL1	9	brown
GO:0061462	GO:0061462	protein localization to lysosome	10/1636	46/18862	0.005278817	0.041075436	0.03214224	LAMP2/LAMTOR4/LAPTM5/MFSD1/NCOA4/RAB7A/RTN4/SORL1/SORT1/ZFYVE16	10	brown
GO:0010657	GO:0010657	muscle cell apoptotic process	15/1636	84/18862	0.00540597	0.041972992	0.032844593	APAF1/ARRB2/CFLAR/E2F3/GNB1/IL12A/IL12B/MAP2K4/MAP3K5/MFN2/NFE2L2/NOL3/PTEN/RGL2/SOD2	15	brown
GO:0002026	GO:0002026	regulation of the force of heart contraction	7/1636	26/18862	0.005495322	0.042435106	0.033206206	ADM/CHGA/GAA/GRK2/RYR2/SLC8A1/SLC9A1	7	brown
GO:1904861	GO:1904861	excitatory synapse assembly	7/1636	26/18862	0.005495322	0.042435106	0.033206206	IL1RAP/LRFN1/LRRC4/PLXNB2/PTEN/SEMA4A/ZDHHC12	7	brown
GO:0033002	GO:0033002	muscle cell proliferation	31/1636	222/18862	0.005592434	0.042877945	0.033552734	CCL5/CFLAR/EPHB1/GLI1/GNAI2/GNAI3/HDAC4/IL12A/IL12B/IL18/IL6R/MAP3K5/MAPK14/MFN2/MMP9/MYD88/NDRG4/NOTCH1/NQO2/PAK1/PDGFD/PRKAR1A/PTAFR/PTEN/RBPJ/SIX1/SOD2/TCF7L2/TGFBR2/TP73/TRIB1	31	brown
GO:0048588	GO:0048588	developmental cell growth	31/1636	222/18862	0.005592434	0.042877945	0.033552734	CDKL5/CTDP1/CXCR4/CYFIP1/DBN1/DIP2B/DISC1/FGF13/G6PD/GSK3A/GSK3B/IQGAP1/KIAA0319/LRP1/MAP2K4/MUL1/NDEL1/PAK1/RTN4/SEMA3B/SEMA4A/SEMA4B/SEMA6B/SHTN1/SLIT1/SPAG9/SPP1/SYT2/TGFBR2/TWF2/ULK1	31	brown
GO:0006837	GO:0006837	serotonin transport	6/1636	20/18862	0.00564017	0.042877945	0.033552734	CNR1/P2RX1/SLC22A1/SLC29A4/SNCA/SYK	6	brown
GO:0051767	GO:0051767	nitric-oxide synthase biosynthetic process	6/1636	20/18862	0.00564017	0.042877945	0.033552734	LRRK2/MAP2K4/NAMPT/NOD2/TLR4/TLR9	6	brown
GO:0097503	GO:0097503	sialylation	6/1636	20/18862	0.00564017	0.042877945	0.033552734	ST3GAL2/ST3GAL6/ST6GALNAC2/ST6GALNAC3/ST6GALNAC4/ST8SIA4	6	brown
GO:1903223	GO:1903223	positive regulation of oxidative stress-induced neuron death	3/1636	5/18862	0.005697365	0.042877945	0.033552734	MCL1/TLR4/TLR6	3	brown
GO:1903298	GO:1903298	negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway	3/1636	5/18862	0.005697365	0.042877945	0.033552734	ENO1/NOL3/TMBIM6	3	brown
GO:1904747	GO:1904747	positive regulation of apoptotic process involved in development	3/1636	5/18862	0.005697365	0.042877945	0.033552734	NOTCH1/TNFRSF1A/TNFRSF1B	3	brown
GO:0031214	GO:0031214	biomineral tissue development	24/1636	160/18862	0.00572881	0.043023548	0.033666671	ALOX5/ATP2B1/BMP2K/CEBPB/FAM20A/FAM20C/FBN2/FGR/HEY1/KL/NBR1/NECTIN1/NOTCH1/RFLNB/SBNO2/SGMS2/SLC8A1/SNX10/SPP1/SRGN/TCIRG1/TGFB1/TSPEAR/TUFT1	24	brown
GO:0150116	GO:0150116	regulation of cell-substrate junction organization	13/1636	69/18862	0.005844712	0.04370935	0.034203323	CORO1C/DUSP3/EFNA5/IQGAP1/IQSEC1/LRP1/MAP4K4/PPM1F/PTEN/PTPRJ/RAC1/RHOA/SLC9A1	13	brown
GO:0007189	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	22/1636	143/18862	0.005885478	0.043967981	0.034405707	ADGRD1/ADGRE2/ADGRE3/ADGRE5/ADGRG3/ADM/ADM2/ADORA2A/ARRDC3/CHGA/CNR1/DRD3/GNAI2/GNAQ/GNB1/GSK3A/LPAR1/LPAR2/RAMP1/RAPGEF2/S1PR3/S1PR4	22	brown
GO:0040001	GO:0040001	establishment of mitotic spindle localization	8/1636	33/18862	0.006112315	0.045424015	0.035545078	GPSM2/INSC/KPNB1/NDE1/NDEL1/NSFL1C/SAPCD2/UBXN2B	8	brown
GO:0044282	GO:0044282	small molecule catabolic process	53/1636	431/18862	0.006124792	0.045469228	0.035580458	ABAT/ABHD2/ACAA1/ACOX1/ALDH3B1/APOBEC3A/BCAT1/BCKDK/CDA/CNR1/CYP27A1/CYP4F3/DDAH2/DPYD/EHHADH/ENO1/ENTPD1/GAPDH/GK/GLB1/GLUL/GSK3A/HAGH/HAL/HGD/HK2/HK3/IL4I1/INPP5A/LDHD/MGAT1/NAGK/NPL/NTSR1/NUDT16/PGAM1/PGD/PGK1/PGM2/PKM/PLIN5/PNKD/PTEN/RENBP/SCARF1/SDS/SLC25A44/SLC27A2/SRD5A3/SULT1A1/SULT1A4/SULT1B1/TYMP	53	brown
GO:0099173	GO:0099173	postsynapse organization	24/1636	161/18862	0.006193974	0.045803264	0.035841847	ACTB/ACTN1/ARF1/ARHGAP22/CDC42/CDKL5/CFL1/DBN1/DLG4/EFNA1/EPHB1/IGF1R/IL1RAP/LILRB2/LRFN1/LRFN2/LRRC4/LRRK2/NTNG2/PTEN/SIPA1L1/SRGN/ZDHHC12/ZNF804A	24	brown
GO:0050708	GO:0050708	regulation of protein secretion	37/1636	279/18862	0.006252458	0.046175991	0.036133513	ABCG1/ACSL4/ADAM8/ADAM9/ADORA2A/ALOX5/ARF1/ARFIP1/CACNA1E/CCL5/CD33/CHGA/CNR1/DRD3/EFNA5/F2RL1/HCAR2/HMGCR/IL12A/IL12B/KCNB1/KCNG2/KLF7/LRP1/MIDN/NADK/NR1H2/PIM3/PPP3CA/RAB11FIP1/RAC1/RAPGEF3/SLC8B1/TCF7L2/TCIRG1/TGFB1/TLR4	37	brown
GO:0002437	GO:0002437	inflammatory response to antigenic stimulus	12/1636	62/18862	0.006360585	0.046780226	0.036606337	CD68/CNR1/EXT1/HLA-E/ICAM1/IL12B/IL1RN/KDM6B/NOD2/NOTCH1/NOTCH2/RBPJ	12	brown
GO:0000302	GO:0000302	response to reactive oxygen species	31/1636	224/18862	0.006370728	0.046806424	0.036626837	ADAM9/CAMKK2/CD36/CFLAR/CRK/CYP1B1/EGLN1/GPR37L1/GUCY1B1/HYAL1/HYAL2/KDM6B/LRRK2/MAP3K5/MAPK13/MAPK3/MMP9/NCF1/NFE2L2/OSER1/PDGFD/PLK3/PPIF/PRKCD/PXN/RHOB/SIRPA/SLC8A1/SOD2/SPHK1/TRPM2	31	brown
GO:0090257	GO:0090257	regulation of muscle system process	33/1636	243/18862	0.006652229	0.048623485	0.038048719	ATP2B1/CHGA/CHRM2/CHRM3/CTDP1/DOCK5/DSC2/ENO1/FGF13/FOXO3/G6PD/GRK2/GSK3A/GUCY1A1/HDAC4/KCNJ2/KCNQ1/MYBPC3/NOL3/NOTCH1/OXT/P2RX1/PAK1/PPP1R12B/PPP3CA/PRKACA/PTAFR/RYR2/SLC8A1/SLC9A1/SPHK1/TNFRSF1A/TNFRSF1B	33	brown
GO:0110148	GO:0110148	biomineralization	24/1636	162/18862	0.006689885	0.048798426	0.038185613	ALOX5/ATP2B1/BMP2K/CEBPB/FAM20A/FAM20C/FBN2/FGR/HEY1/KL/NBR1/NECTIN1/NOTCH1/RFLNB/SBNO2/SGMS2/SLC8A1/SNX10/SPP1/SRGN/TCIRG1/TGFB1/TSPEAR/TUFT1	24	brown
GO:0000910	GO:0000910	cytokinesis	25/1636	171/18862	0.006783165	0.049314356	0.038589338	AHCTF1/ANXA11/ARF1/ARL3/AURKC/BCL2L1/CDC42/CHMP1A/CHMP2A/CHMP4B/DRD3/E2F7/KIF13A/KIF4A/KLHDC8B/KLHL21/MRGPRX2/PLK3/RAB35/RHOA/RHOB/SH3GLB1/SNX18/SVIL/UNC119	25	brown
GO:0060560	GO:0060560	developmental growth involved in morphogenesis	31/1636	225/18862	0.006792533	0.049314356	0.038589338	CDKL5/CXCR4/CYFIP1/DBN1/DIP2B/DISC1/EXT1/FGF13/GSK3B/IQGAP1/KIAA0319/LRP1/MESP1/MUL1/NDEL1/NOTCH1/PAK1/RTN4/SEMA3B/SEMA4A/SEMA4B/SEMA6B/SHTN1/SIX1/SLIT1/SPAG9/SPP1/SYT2/TGFBR2/TWF2/ULK1	31	brown
GO:0031529	GO:0031529	ruffle organization	11/1636	55/18862	0.00683962	0.049314356	0.038589338	ARHGAP24/CORO1C/CYFIP1/DEF8/ICAM1/NDEL1/PLEKHM1/RAC1/RHOG/SNX10/TCIRG1	11	brown
GO:0046164	GO:0046164	alcohol catabolic process	11/1636	55/18862	0.00683962	0.049314356	0.038589338	ALDH3B1/CYP27A1/GK/INPP5A/NTSR1/PTEN/SCARF1/SRD5A3/SULT1A1/SULT1A4/SULT1B1	11	brown
GO:0097345	GO:0097345	mitochondrial outer membrane permeabilization	11/1636	55/18862	0.00683962	0.049314356	0.038589338	BBC3/BCL2L11/BID/BNIP3L/E2F1/GSK3A/GSK3B/HSPA1A/MUL1/PPP3R1/TP73	11	brown
GO:0071347	GO:0071347	cellular response to interleukin-1	26/1636	180/18862	0.006844868	0.049314356	0.038589338	CCL5/CEBPB/EGR1/HYAL1/HYAL2/ICAM1/IL1R1/IL1RAP/IL1RL2/IL1RN/IRAK3/MAP3K3/MAPK13/MAPK3/MYD88/NFKBIA/NOD2/PELI1/PELI2/PSMD4/SIRPA/SQSTM1/TOLLIP/UBC/UPF1/USP10	26	brown
GO:0003012	GO:0003012	muscle system process	55/1636	453/18862	0.006860077	0.049314356	0.038589338	ARHGEF11/ASPH/ATP2B1/ATP8A2/CFLAR/CHGA/CHRM2/CHRM3/CHRNG/CTDP1/CXCR4/CYBA/DOCK5/DSC2/DYSF/ENO1/FGF13/FOXO3/G6PD/GAA/GRK2/GSK3A/GSN/GUCY1A1/HDAC4/KCND3/KCNE1/KCNE3/KCNJ2/KCNQ1/LTB4R/MAP2K4/MYBPC3/NOL3/NOTCH1/OXT/P2RX1/PAK1/PPP1R12B/PPP3CA/PRKACA/PTAFR/PXN/RYR2/SLC8A1/SLC9A1/SPHK1/STAC3/SULF2/TLN1/TMOD1/TNFRSF1A/TNFRSF1B/TPCN2/VIM	55	brown
GO:0006735	GO:0006735	NADH regeneration	7/1636	27/18862	0.006873091	0.049314356	0.038589338	ENO1/GAPDH/HK2/HK3/PGAM1/PGK1/PKM	7	brown
GO:0032958	GO:0032958	inositol phosphate biosynthetic process	7/1636	27/18862	0.006873091	0.049314356	0.038589338	AVPR1B/IP6K1/IPMK/NTSR1/PLCG2/PTAFR/SNCA	7	brown
GO:0061621	GO:0061621	canonical glycolysis	7/1636	27/18862	0.006873091	0.049314356	0.038589338	ENO1/GAPDH/HK2/HK3/PGAM1/PGK1/PKM	7	brown
GO:0061718	GO:0061718	glucose catabolic process to pyruvate	7/1636	27/18862	0.006873091	0.049314356	0.038589338	ENO1/GAPDH/HK2/HK3/PGAM1/PGK1/PKM	7	brown
GO:0050965	GO:0050965	detection of temperature stimulus involved in sensory perception of pain	5/1636	15/18862	0.006993005	0.049536108	0.038762862	ARRB2/CXCR4/EPHB1/NTSR1/PRDM12	5	brown
GO:0071391	GO:0071391	cellular response to estrogen stimulus	5/1636	15/18862	0.006993005	0.049536108	0.038762862	ARID5A/NCOA4/RARA/SRA1/WBP2	5	brown
GO:0090148	GO:0090148	membrane fission	5/1636	15/18862	0.006993005	0.049536108	0.038762862	CHMP4B/CORO1C/MX2/SH3GLB1/TMCC1	5	brown
hsa04380	hsa04380	Osteoclast differentiation	46/864	128/8273	8.03E-15	2.18E-12	1.54E-12	CYBA/FCGR1A/FCGR2A/FCGR3B/FOSL2/GAB2/GRB2/IFNAR1/IFNAR2/IFNGR1/IFNGR2/IL1R1/JUNB/JUND/LILRA1/LILRA2/LILRA6/LILRB2/LILRB3/LILRB4/LILRB5/MAPK13/MAPK14/MAPK3/NCF1/NCF2/NCF4/NFKB2/NFKBIA/OSCAR/PIK3CD/PLCG2/PPP3CA/PPP3R1/RAC1/SIRPA/SIRPB1/SOCS3/SPI1/SQSTM1/SYK/TGFB1/TGFBR2/TNFRSF11A/TNFRSF1A/TYROBP	46	brown
hsa05152	hsa05152	Tuberculosis	56/864	180/8273	1.31E-14	2.18E-12	1.54E-12	APAF1/ATP6V0A1/ATP6V0B/ATP6V0D1/BCL10/BID/CAMP/CD14/CEBPB/CLEC7A/CORO1A/CR1/CR1L/CTSD/CTSS/FADD/FCGR1A/FCGR2A/FCGR3B/IFNGR1/IFNGR2/IL10RB/IL12A/IL12B/IL18/ITGAM/ITGAX/ITGB2/LAMP1/LAMP2/LSP1/MAPK13/MAPK14/MAPK3/MYD88/NFYC/NOD2/PLK3/PPP3CA/PPP3R1/RAB5A/RAB5B/RAB5C/RAB7A/RAF1/RHOA/SPHK1/SYK/TCIRG1/TGFB1/TLR1/TLR4/TLR6/TLR9/TNFRSF1A/VDR	56	brown
hsa04145	hsa04145	Phagosome	46/864	152/8273	9.57E-12	1.06E-09	7.49E-10	ACTB/ATP6V0A1/ATP6V0B/ATP6V0D1/ATP6V0E1/ATP6V1A/ATP6V1B2/ATP6V1C1/ATP6V1E1/CD14/CD36/CLEC7A/CORO1A/CTSS/CYBA/CYBB/DYNC1LI1/FCAR/FCGR1A/FCGR2A/FCGR3B/HLA-B/HLA-C/HLA-E/ITGA5/ITGAM/ITGB2/LAMP1/LAMP2/NCF1/NCF2/NCF4/RAB5A/RAB5B/RAB5C/RAB7A/RAC1/STX12/TCIRG1/TLR4/TLR6/TUBA1A/TUBA4A/TUBB2A/TUBB4B/VAMP3	46	brown
hsa04613	hsa04613	Neutrophil extracellular trap formation	51/864	190/8273	9.94E-11	8.25E-09	5.84E-09	ACTB/AQP9/ATG7/C5AR1/CAMP/CASP4/CLCN4/CLEC7A/CR1/CR1L/CYBA/CYBB/FCGR1A/FCGR2A/FCGR3B/FPR1/FPR2/H2AC18/H2BC12/H2BC18/H2BC4/H2BC5/H3-3A/H3-3B/H4C12/H4C3/H4C8/H4C9/HDAC4/HDAC5/HDAC7/ITGAM/ITGB2/MAPK13/MAPK14/MAPK3/NCF1/NCF2/NCF4/PADI4/PIK3CD/PLCG2/PPIF/RAC1/RAC2/RAF1/SELPLG/SIGLEC9/SYK/TLR4/TLR8	51	brown
hsa04666	hsa04666	Fc gamma R-mediated phagocytosis	33/864	97/8273	2.87E-10	1.91E-08	1.35E-08	ARPC1A/ARPC1B/ARPC3/ARPC4/ARPC5/ASAP1/CDC42/CFL1/CRK/FCGR1A/FCGR2A/FCGR3B/GAB2/GSN/HCK/LIMK2/LYN/MAPK3/MYO10/NCF1/PAK1/PIK3CD/PLCG2/PRKCD/PTPRC/RAC1/RAC2/RAF1/SPHK1/SYK/VASP/VAV1/WAS	33	brown
hsa04144	hsa04144	Endocytosis	59/864	251/8273	1.05E-09	5.80E-08	4.10E-08	ACAP2/ARAP1/ARAP3/ARF1/ARF3/ARF5/ARFGAP3/ARPC1A/ARPC1B/ARPC3/ARPC4/ARPC5/ARRB2/ASAP1/CAPZA2/CBL/CDC42/CHMP1A/CHMP2A/CHMP4B/CLTB/CLTCL1/CXCR1/CXCR2/CXCR4/CYTH4/EHD1/EPN1/EPS15L1/FOLR3/GRK2/GRK6/HLA-B/HLA-C/HLA-E/HSPA1A/HSPA1B/HSPA6/IGF1R/IGF2R/IQSEC1/RAB11FIP1/RAB31/RAB35/RAB5A/RAB5B/RAB5C/RAB7A/RHOA/SH3GL1/SH3GLB1/SMAP2/SPG21/TGFBR2/TSG101/VPS37B/VPS37C/WIPF2/ZFYVE16	59	brown
hsa05417	hsa05417	Lipid and atherosclerosis	51/864	215/8273	1.06E-08	4.28E-07	3.03E-07	ABCG1/APAF1/ATF6/BCL2L1/BID/CCL5/CD14/CD36/CDC42/CYBA/CYBB/CYP2J2/DDIT3/ERO1A/GSK3B/HSPA1A/HSPA1B/HSPA6/ICAM1/IL12A/IL12B/IL18/LYN/MAP2K4/MAP3K5/MAPK13/MAPK14/MAPK3/MMP9/MYD88/NCF1/NCF2/NCF4/NFE2L2/NFKBIA/NLRP3/PIK3CD/PPP3CA/PPP3R1/RAC1/RHOA/RXRA/RXRG/SOD2/STAT3/TICAM2/TLR4/TLR6/TNFRSF1A/TNFSF10/VAV1	51	brown
hsa05131	hsa05131	Shigellosis	56/864	247/8273	1.14E-08	4.28E-07	3.03E-07	ACTB/ACTN1/ARF1/ARHGEF2/ARPC1A/ARPC1B/ARPC3/ARPC4/ARPC5/BCL10/BCL2L1/CAPN1/CASP4/CCL5/CD14/CDC42/CRK/CYTH4/FOXO3/GSK3A/GSK3B/H3-3A/H3-3B/HCLS1/HK2/HK3/IL18/IL1R1/ITGA5/MAP1LC3B/MAP1LC3B2/MAPK13/MAPK14/MAPK3/MYD88/NAIP/NFKBIA/NLRP3/PIK3CD/PLCD3/PLCG2/PRKCD/PXN/RAC1/RHOA/RRAGC/RRAGD/SHARPIN/SQSTM1/TLN1/TLR4/TNFRSF1A/TNIP1/UBC/UBE2D1/UBE2D3	56	brown
hsa05130	hsa05130	Pathogenic Escherichia coli infection	48/864	197/8273	1.16E-08	4.28E-07	3.03E-07	ACTB/ARF1/ARHGEF11/ARHGEF2/ARPC1A/ARPC1B/ARPC3/ARPC4/ARPC5/BAIAP2/CASP4/CDC42/CLDN10/CLDN9/CYFIP1/CYTH4/FADD/FCGR2A/GAPDH/HCLS1/IL18/IL1R1/LPAR1/LPAR2/MAPK13/MAPK14/MAPK3/MYD88/MYO10/MYO1F/NAIP/NFKBIA/NLRP3/PAK1/PAK2/PTPN6/RAB1A/RAC1/RHOA/TLR4/TMBIM6/TNFRSF1A/TNFSF10/TUBA1A/TUBA4A/TUBB2A/TUBB4B/WIPF2	48	brown
hsa04062	hsa04062	Chemokine signaling pathway	47/864	192/8273	1.41E-08	4.69E-07	3.31E-07	ARRB2/CCL5/CCR2/CDC42/CRK/CXCR1/CXCR2/CXCR4/FGR/FOXO3/GNAI2/GNAI3/GNAQ/GNB1/GNB2/GNB4/GNG11/GNG5/GRB2/GRK2/GRK6/GSK3A/GSK3B/HCK/JAK3/LYN/MAPK3/NCF1/NFKBIA/PAK1/PIK3CD/PLCG2/PREX1/PRKACA/PRKCD/PXN/RAC1/RAC2/RAF1/RHOA/SHC4/SOS2/STAT3/STAT5B/VAV1/WAS/XCR1	47	brown
hsa04670	hsa04670	Leukocyte transendothelial migration	33/864	114/8273	2.88E-08	8.71E-07	6.16E-07	ACTB/ACTN1/CDC42/CLDN10/CLDN9/CTNNA1/CXCR4/CYBA/CYBB/F11R/GNAI2/GNAI3/ICAM1/ITGAM/ITGB2/MAPK13/MAPK14/MMP9/MSN/NCF1/NCF2/NCF4/PECAM1/PIK3CD/PLCG2/PXN/RAC1/RAC2/RAPGEF3/RHOA/SIPA1/VASP/VAV1	33	brown
hsa04662	hsa04662	B cell receptor signaling pathway	27/864	84/8273	4.77E-08	1.32E-06	9.32E-07	BCL10/DAPP1/GRB2/GSK3B/LILRA1/LILRA2/LILRA6/LILRB2/LILRB3/LILRB4/LILRB5/LYN/MAPK3/NFKBIA/NFKBIE/PIK3AP1/PIK3CD/PLCG2/PPP3CA/PPP3R1/PTPN6/RAC1/RAC2/RAF1/SOS2/SYK/VAV1	27	brown
hsa05140	hsa05140	Leishmaniasis	25/864	77/8273	1.20E-07	3.06E-06	2.17E-06	CR1/CR1L/CYBA/CYBB/FCGR1A/FCGR2A/FCGR3B/IFNGR1/IFNGR2/IL12A/IL12B/ITGAM/ITGB2/MAPK13/MAPK14/MAPK3/MYD88/NCF1/NCF2/NCF4/NFKBIA/PTGS2/PTPN6/TGFB1/TLR4	25	brown
hsa05120	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	23/864	70/8273	3.01E-07	7.14E-06	5.05E-06	ATP6V0A1/ATP6V0B/ATP6V0D1/ATP6V0E1/ATP6V1A/ATP6V1B2/ATP6V1C1/ATP6V1E1/CCL5/CDC42/CSK/CXCR1/CXCR2/F11R/LYN/MAP2K4/MAPK13/MAPK14/NFKBIA/PAK1/PLCG2/RAC1/TCIRG1	23	brown
hsa05134	hsa05134	Legionellosis	20/864	57/8273	5.40E-07	1.19E-05	8.44E-06	APAF1/ARF1/CD14/CR1/CR1L/HSPA1A/HSPA1B/HSPA6/IL12A/IL12B/IL18/ITGAM/ITGB2/MYD88/NAIP/NFKB2/NFKBIA/RAB1A/RAB1B/TLR4	20	brown
hsa04140	hsa04140	Autophagy - animal	35/864	141/8273	7.08E-07	1.47E-05	1.04E-05	ATG16L2/ATG3/ATG7/BCL2L1/CAMKK2/CFLAR/CTSD/DAPK1/DAPK2/GABARAP/GABARAPL2/IGF1R/LAMP1/LAMP2/MAP1LC3B/MAP1LC3B2/MAPK3/MTMR14/MTMR3/NRBF2/PIK3CD/PRKACA/PRKCD/PTEN/RAB1A/RAB33B/RAB7A/RAF1/RRAGC/RRAGD/SH3GLB1/SQSTM1/ULK1/VMP1/ZFYVE1	35	brown
hsa05135	hsa05135	Yersinia infection	34/864	137/8273	1.02E-06	2.00E-05	1.41E-05	ACTB/ARPC1A/ARPC1B/ARPC3/ARPC4/ARPC5/BAIAP2/CDC42/CRK/FCGR2A/GNAQ/GSK3B/IL18/ITGA5/MAP2K4/MAPK13/MAPK14/MAPK3/MEFV/MYD88/NFKBIA/NLRP3/PIK3CD/PXN/RAC1/RAC2/RHOA/RHOG/RPS6KA1/SKAP2/TLR4/VAV1/WAS/WIPF2	34	brown
hsa04142	hsa04142	Lysosome	33/864	132/8273	1.24E-06	2.28E-05	1.61E-05	ASAH1/ATP6V0A1/ATP6V0B/ATP6V0D1/CD63/CD68/CLTB/CLTCL1/CTSA/CTSD/CTSS/CTSZ/DMXL2/GAA/GBA/GLA/GLB1/GNS/HYAL1/HYAL2/IGF2R/LAMP1/LAMP2/LAPTM4A/LAPTM5/LITAF/NAGA/NEU1/NPC2/PPT1/SLC11A1/SORT1/TCIRG1	33	brown
hsa05132	hsa05132	Salmonella infection	51/864	249/8273	1.47E-06	2.58E-05	1.82E-05	ACTB/ARF1/ARL8A/ARPC1A/ARPC1B/ARPC3/ARPC4/ARPC5/CASP4/CD14/CDC42/CYFIP1/CYTH4/DYNC1LI1/FADD/GAPDH/IL18/MAP2K4/MAPK13/MAPK14/MAPK3/MYD88/NAIP/NFKBIA/NLRP3/PAK1/PIK3CD/PLEKHM1/PLEKHM2/PTPRC/RAB5A/RAB5B/RAB5C/RAB7A/RAC1/RAF1/RHOA/RHOB/RHOG/SNX18/STX10/TCF7L2/TLR4/TLR6/TLR9/TNFRSF1A/TNFSF10/TUBA1A/TUBA4A/TUBB2A/TUBB4B	51	brown
